description,code
"['Pank', 'Reato', 'Duo', 'Denale', 'Pankreato', 'Reatoduo', 'Duodenale', 'Fistel']",K86.84
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Pankreas']",K86.88
"['Krankheit', 'Pankreas', 'nähern', 'bezeichnen']",K86.9
"['Krank', 'Heiten', 'Galle', 'Blase', 'Galle', 'Weg', 'Pankreas', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",K87
"['Krank', 'Heiten', 'Galle', 'Blase', 'Galle', 'Weg', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",K87.0
"['Krank', 'Heiten', 'Pankreas', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",K87.1
"['Intestinale', 'Malab', 'Sorption']",K90
['Zöliakie'],K90.0
"['tropisch', 'Sprue']",K90.1
"['Syndrom', 'blind', 'Schlinge', 'ander', 'orts', 'klassifizieren']",K90.2
"['Pank', 'Reatogene', 'Steatorrhoe']",K90.3
"['Malab', 'Sorption', 'Intoleranz', 'ander', 'orts', 'klassifizieren']",K90.4
"['Sonstige', 'intestinale', 'Malab', 'Sorption']",K90.8
"['Intestinale', 'Malabsorption', 'nähern', 'bezeichnen']",K90.9
"['Krank', 'Heiten', 'Verdauungs', 'System', 'medizinisch', 'Maßnahme', 'ander', 'orts', 'klassifizieren']",K91
"['Erbrechen', 'gastro', 'inte', 'stinalem', 'gastrointe', 'intestinalem', 'chirurg', 'ischem', 'Eingriff']",K91.0
"['Syndrome', 'operieren', 'Magen']",K91.1
"['Malab', 'Sorption', 'chirurg', 'ischem', 'Eingriff', 'ander', 'orts', 'klassifizieren']",K91.2
"['Post', 'Operativer', 'Darm', 'Verschluss']",K91.3
"['Funktions', 'Störung', 'Kolostomie', 'Enter', 'O', 'Stomie', 'Entero', 'Ostomie']",K91.4
"['Postcholezystektomie-', 'Syndrom']",K91.5
"['Sonstige', 'Krank', 'Heiten', 'Verdauungs', 'System', 'medizinisch', 'Maßnahme', 'ander', 'orts', 'klassifizieren']",K91.8
"['General', 'Isierte', 'Mukositis', 'Immun', 'Kom', 'Promittierung', 'Immunkom', 'Kompromittierung']",K91.80
"['Insuffizienzen', 'Anasto', 'Mosen', 'Nähten', 'Operation', 'Galle', 'Blase', 'Galle', 'Weg']",K91.81
"['Insuffizienzen', 'Anasto', 'Mosen', 'Nähten', 'Operation', 'Pankreas']",K91.82
"['Insuffizienzen', 'Anasto', 'Mosen', 'Nähten', 'Operation', 'sonstig', 'Verdauung', 'S', 'Trakt', 'Verdauungs', 'Strakt']",K91.83
"['Sonstige', 'Krank', 'Heiten', 'Verdauungs', 'System', 'medizinisch', 'Maßnahme', 'ander', 'orts', 'klassifizieren']",K91.88
"['Krankheit', 'Verdauungs', 'System', 'medizinisch', 'Maßnahme', 'nähern', 'bezeichnen']",K91.9
"['Sonstige', 'Krank', 'Heiten', 'Verdauungs', 'System']",K92
['Hämatemesis'],K92.0
['Meläna'],K92.1
"['Gastro', 'Inte', 'Stinale', 'Gastrointe', 'Intestinale', 'Blutung', 'nähern', 'bezeichnen']",K92.2
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Verdauungs', 'System']",K92.8
"['Krankheit', 'Verdauungs', 'System', 'nähern', 'bezeichnen']",K92.9
"['Krank', 'Heiten', 'sonstig', 'Verdauungs', 'Organ', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",K93
"['Tuber', 'Kulose', 'Darm', 'Peritoneums', 'Mesenter', 'Ial', 'Lymph', 'Knoten', 'Mesenterial', 'Iallymph', 'Lymphknoten', '(']",K93.0
"['Megakolon', 'Chagas-', 'Krankheit', '(']",K93.1
"['Beteiligung', 'Verdauung', 'Straktes', 'akut', 'Graft', '-versus', '-', 'Host', '-', 'Graft-versus', '-versus-', '-Host', 'Host-']",K93.2
"['Stadium', '1', 'akut', 'Verdauung', 's', 'trakt', '-', 'Verdauungs', 'strakt', 'trakt-', '(']",K93.21
"['Stadium', '2', 'akut', 'Verdauung', 's', 'trakt', '-', 'Verdauungs', 'strakt', 'trakt-', '(']",K93.22
"['Stadium', '3', 'akut', 'Verdauung', 's', 'trakt', '-', 'Verdauungs', 'strakt', 'trakt-', '(']",K93.23
"['Stadium', '4', 'akut', 'Verdauung', 's', 'trakt', '-', 'Verdauungs', 'strakt', 'trakt-', '(']",K93.24
"['Beteiligung', 'Verdauung', 'Straktes', 'chronisch', 'Graft', '-versus', '-', 'Host', '-', 'Graft-versus', '-versus-', '-Host', 'Host-']",K93.3
"['Stadium', '1', 'chronisch', 'Verdauung', 's', 'trakt', '-', 'Verdauungs', 'strakt', 'trakt-', '(', 'T86.06']",K93.31
"['Stadium', '2', 'chronisch', 'Verdauung', 's', 'trakt', '-', 'Verdauungs', 'strakt', 'trakt-', '(']",K93.32
"['Stadium', '3', 'chronisch', 'Verdauung', 's', 'trakt', '-', 'Verdauungs', 'strakt', 'trakt-', '(']",K93.33
"['Beteiligung', 'Mund', 'Schleim', 'Haut', 'Mundschleim', 'Schleimhaut', 'chronisch', 'Graft', '-versus', '-', 'Host', '-', 'Graft-versus', '-versus-', '-Host', 'Host-']",K93.4
"['Stadium', '1', 'chronisch', 'Mundschleim', 'haut', '-', 'Mundschleimhaut', 'haut-', '(', 'T86.06']",K93.41
"['Stadium', '2', 'chronisch', 'Mundschleim', 'haut', '-', 'Mundschleimhaut', 'haut-', '(']",K93.42
"['Stadium', '3', 'chronisch', 'Mundschleim', 'haut', '-', 'Mundschleimhaut', 'haut-', '(']",K93.43
"['Krank', 'Heiten', 'sonstig', 'nähern', 'bezeichnet', 'Verdauungs', 'Organ', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",K93.8
"['bösartig', 'Neubildung', 'Niere', 'ausnehmen', 'Niere', 'Becken']",C64
"['bösartig', 'Neubildung', 'Niere', 'Becken']",C65
"['bösartig', 'Neubildung', 'Ureters']",C66
"['bösartig', 'Neubildung', 'Harnblase']",C67
"['Trigonum', 'vesicae']",C67.0
"['Apex', 'vesicae']",C67.1
"['Laterale', 'Harn', 'Blase', 'Wand', 'Harnblase', 'Blasenwand']",C67.2
"['vorder', 'Harn', 'Blase', 'Wand', 'Harnblase', 'Blasenwand']",C67.3
"['hinter', 'Harn', 'Blase', 'Wand', 'Harnblase', 'Blasenwand']",C67.4
"['Harn', 'Blase', 'Hals', 'Harnblase', 'Blasenhals']",C67.5
"['Ostium', 'ureteris']",C67.6
['Urachus'],C67.7
"['Harn', 'Blase', 'mehrer', 'Teil', 'Bereich', 'über', 'lappen']",C67.8
"['Harn', 'Blase', 'nähern', 'bezeichnen']",C67.9
"['bösartig', 'Neubildung', 'sonstig', 'nähern', 'bezeichnet', 'Harnorgane']",C68
['Urethra'],C68.0
"['Paraurethrale', 'Drüse']",C68.1
"['Harnorgane', 'mehrer', 'Teil', 'Bereich', 'über', 'lappen']",C68.8
"['Harnorgan', 'nähern', 'bezeichnen']",C68.9
"['Abnorme', 'unwill', 'kürliche', 'Bewegung']",R25
"['Abnorme', 'Kopf', 'Bewegung']",R25.0
"['Tremor', 'nähern', 'bezeichnen']",R25.1
"['Krampf', 'Spasmen', 'Muskulatur']",R25.2
['Faszikulation'],R25.3
"['Sonstige', 'nähern', 'bezeichnen', 'abnorm', 'unwill', 'kürliche', 'Bewegung']",R25.8
"['Störung', 'Gang', 'Mobilität']",R26
"['Ataktischer', 'Gang']",R26.0
"['Paret', 'Ischer', 'Gang']",R26.1
"['Geh', 'Besch', 'Werden', 'Gehbesch', 'Beschwerde', 'ander', 'orts', 'klassifizieren']",R26.2
['Immobilität'],R26.3
"['Sonstige', 'nähern', 'bezeichnen', 'Störung', 'Gang', 'Mobilität']",R26.8
"['Sonstige', 'Koordi', 'Nations', 'Störung', 'Koordinations', 'Nationsstörungen']",R27
"['Ataxie', 'nähern', 'bezeichnen']",R27.0
"['Sonstige', 'nähern', 'bezeichnen', 'Koordi', 'Nations', 'Störung', 'Koordinations', 'Nationsstörungen']",R27.8
"['Sonstige', 'Symptom', 'Nerv', 'System', 'Muskel-', 'Skelett-', 'System', 'Muskel-skelett-', 'Skelett-system', 'betreffen']",R29
['Tetanie'],R29.0
['Meningismus'],R29.1
"['Abnorme', 'Reflex']",R29.2
"['Abnorme', 'Körper', 'Haltung']",R29.3
"['Schnappende', 'Hüfte']",R29.4
"['Neuro', 'Logischer', 'Neglect']",R29.5
"['Sturz', 'Neigung', 'ander', 'orts', 'klassifizieren']",R29.6
"['Sonstige', 'nähern', 'bezeichnen', 'Symptom', 'Nerv', 'System', 'Muskel-', 'Skelett-', 'System', 'Muskel-skelett-', 'Skelett-system', 'betreffen']",R29.8
"['Schizo', 'Phrenie']",F20
"['Paranoide', 'Schizo', 'Phrenie']",F20.0
"['Hebe', 'Phrene', 'Schizo', 'Phrenie']",F20.1
"['Katatone', 'Schizo', 'Phrenie']",F20.2
"['Undifferenz', 'Ierte', 'Schizo', 'Phrenie']",F20.3
"['Postschizo', 'Phrene', 'Depression']",F20.4
"['Schizophrenes', 'Residuum']",F20.5
"['Schizophrenia', 'simplex']",F20.6
"['Sonstige', 'Schizo', 'Phrenie']",F20.8
"['Schizo', 'Phrenie', 'nähern', 'bezeichnen']",F20.9
"['Schizotype', 'Störung']",F21
"['Anhaltende', 'wahn', 'haften', 'Störung']",F22
"['Wahn', 'Hafte', 'Störung']",F22.0
"['Sonstige', 'anhaltend', 'wahn', 'haften', 'Störung']",F22.8
"['Anhaltende', 'wahn', 'haften', 'Störung', 'nähern', 'bezeichnen']",F22.9
"['Akute', 'vor', 'über', 'gehend', 'vorüber', 'übergehend', 'psycho', 'tische', 'Störung']",F23
"['Akute', 'polymorph', 'psycho', 'tische', 'Störung', 'Symptom', 'Schizo', 'Phrenie']",F23.0
"['Akute', 'polymorph', 'psycho', 'tische', 'Störung', 'Symptom', 'Schizo', 'Phrenie']",F23.1
"['Akute', 'schizo', 'ph', 'reniforme', 'schizoph', 'phreniforme', 'psycho', 'tische', 'Störung']",F23.2
"['Sonstige', 'akut', 'vorwiegen', 'wahn', 'haften', 'psycho', 'tische', 'Störung']",F23.3
"['Sonstige', 'akut', 'vor', 'über', 'gehend', 'vorüber', 'übergehend', 'psycho', 'tische', 'Störung']",F23.8
"['Akute', 'vor', 'über', 'gehend', 'vorüber', 'übergehend', 'psycho', 'tische', 'Störung', 'nähern', 'bezeichnen']",F23.9
"['induziert', 'wahn', 'haften', 'Störung']",F24
"['Schizo', 'Affektive', 'Störung']",F25
"['Schizo', 'Affektive', 'Störung', 'gegen', 'wärtig', 'manisch']",F25.0
"['Schizo', 'Affektive', 'Störung', 'gegen', 'wärtig', 'depressiv']",F25.1
"['Gemischte', 'schizo', 'affektiv', 'Störung']",F25.2
"['Sonstige', 'schizo', 'affektiv', 'Störung']",F25.8
"['Schizo', 'Affektive', 'Störung', 'nähern', 'bezeichnen']",F25.9
"['Sonstige', 'nicht', 'orga', 'nische', 'nichtorga', 'organisch', 'psycho', 'tische', 'Störung']",F28
"['Nicht', 'nähern', 'bezeichnen', 'nicht', 'orga', 'nische', 'nichtorga', 'organisch', 'Psychose']",F29
"['Atemnots', 'Yndrom', 'Erwachsene', '[']",J80
"['Atemnots', 'Yndrom', 'Erwachsene', '[']",J80.0
['Lungenödem'],J81
"['Eosinophiles', 'Lunge', 'Infiltrat', 'ander', 'orts', 'klassifizieren']",J82
"['Sonstige', 'interstitielle', 'Lunge', 'Krankheit']",J84
"['Alveoläre', 'parietoalveoläre', 'Krankheits', 'Zustand']",J84.0
"['Sonstige', 'interstitielle', 'Lunge', 'Krankheit', 'Fibrose']",J84.1
"['Sonstige', 'nähern', 'bezeichnen', 'interstitielle', 'Lunge', 'Krankheit']",J84.8
"['Interstitielle', 'Lunge', 'Krankheit', 'nähern', 'bezeichnen']",J84.9
"['Verbrennung', 'Verätzung', 'Kopf', 'Hals']",T20
"['Verbrennung', 'nähern', 'bezeichnen', 'Grad', 'Kopf', 'Hals']",T20.0
"['Verbrennung', '1.', 'Grad', 'Kopf', 'Hals']",T20.1
"['Verbrennung', '2.', 'Grad', 'Kopf', 'Hals']",T20.2
"['Verbrennung', 'Grad', '2', 'a', 'Kopf', 'Hals']",T20.20
"['Verbrennung', 'Grad', '2b', 'Kopf', 'Hals']",T20.21
"['Verbrennung', '3.', 'Grad', 'Kopf', 'Hals']",T20.3
"['Verätzung', 'nähern', 'bezeichnen', 'Grad', 'Kopf', 'Hals']",T20.4
"['Verätzung', '1.', 'Grad', 'Kopf', 'Hals']",T20.5
"['Verätzung', '2.', 'Grad', 'Kopf', 'Hals']",T20.6
"['Verätzung', 'Grad', '2', 'a', 'Kopf', 'Hals']",T20.60
"['Verätzung', 'Grad', '2b', 'Kopf', 'Hals']",T20.61
"['Verätzung', '3.', 'Grad', 'Kopf', 'Hals']",T20.7
"['Verbrennung', 'Verätzung', 'Rumpf']",T21
"['Verbrennung', 'nähern', 'bezeichnen', 'Grad', 'Rumpf']",T21.0
"['Verbrennung', '1.', 'Grad', 'Rumpf']",T21.1
"['Verbrennung', 'Grad', '2', 'a', 'Rumpf']",T21.2
"['Verbrennung', '3.', 'Grad', 'Rumpf']",T21.3
"['Verätzung', 'nähern', 'bezeichnen', 'Grad', 'Rumpf']",T21.4
"['Verätzung', '1.', 'Grad', 'Rumpf']",T21.5
"['Verätzung', 'Grad', '2', 'a', 'Rumpf']",T21.6
"['Verätzung', '3.', 'Grad', 'Rumpf']",T21.7
"['Verbrennung', 'Grad', '2b', 'Rumpf']",T21.8
"['Verätzung', 'Grad', '2b', 'Rumpf']",T21.9
"['Verbrennung', 'Verätzung', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22
"['Verbrennung', 'nähern', 'bezeichnen', 'Grad', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.0
"['Verbrennung', '1.', 'Grad', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.1
"['Verbrennung', 'Grad', '2', 'a', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.2
"['Verbrennung', '3.', 'Grad', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.3
"['Verätzung', 'nähern', 'bezeichnen', 'Grad', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.4
"['Verätzung', '1.', 'Grad', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.5
"['Verätzung', 'Grad', '2', 'a', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.6
"['Verätzung', '3.', 'Grad', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.7
"['Verbrennung', 'Grad', '2b', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.8
"['Verätzung', 'Grad', '2b', 'Schulter', 'Armes', 'ausnehmen', 'Handgelenk', 'Hand']",T22.9
"['Verbrennung', 'Verätzung', 'Handgelenkes', 'Hand']",T23
"['Verbrennung', 'nähern', 'bezeichnen', 'Grad', 'Handgelenkes', 'Hand']",T23.0
"['Verbrennung', '1.', 'Grad', 'Handgelenkes', 'Hand']",T23.1
"['Verbrennung', '2.', 'Grad', 'Handgelenkes', 'Hand']",T23.2
"['Verbrennung', 'Grad', '2', 'a', 'Handgelenkes', 'Hand']",T23.20
"['Verbrennung', 'Grad', '2b', 'Handgelenkes', 'Hand']",T23.21
"['Verbrennung', '3.', 'Grad', 'Handgelenkes', 'Hand']",T23.3
"['Verätzung', 'nähern', 'bezeichnen', 'Grad', 'Handgelenkes', 'Hand']",T23.4
"['Verätzung', '1.', 'Grad', 'Handgelenkes', 'Hand']",T23.5
"['Verätzung', '2.', 'Grad', 'Handgelenkes', 'Hand']",T23.6
"['Verätzung', 'Grad', '2', 'a', 'Handgelenkes', 'Hand']",T23.60
"['Verätzung', 'Grad', '2b', 'Handgelenkes', 'Hand']",T23.61
"['Verätzung', '3.', 'Grad', 'Handgelenkes', 'Hand']",T23.7
"['Verbrennung', 'Verätzung', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24
"['Verbrennung', 'nähern', 'bezeichnen', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.0
"['Verbrennung', '1.', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.1
"['Verbrennung', '2.', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.2
"['Verbrennung', 'Grad', '2', 'a', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.20
"['Verbrennung', 'Grad', '2b', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.21
"['Verbrennung', '3.', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.3
"['Verätzung', 'nähern', 'bezeichnen', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.4
"['Verätzung', '1.', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.5
"['Verätzung', '2.', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.6
"['Verätzung', 'Grad', '2', 'a', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.60
"['Verätzung', 'Grad', '2b', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.61
"['Verätzung', '3.', 'Grad', 'Hüfte', 'Bein', 'ausnehmen', 'Knöchel', 'Region', 'Fuß']",T24.7
"['Verbrennung', 'Verätzung', 'Knöchel', 'Region', 'Fuß']",T25
"['Verbrennung', 'nähern', 'bezeichnen', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.0
"['Verbrennung', '1.', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.1
"['Verbrennung', '2.', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.2
"['Verbrennung', 'Grad', '2', 'a', 'Knöchel', 'Region', 'Fuß']",T25.20
"['Verbrennung', 'Grad', '2b', 'Knöchel', 'Region', 'Fuß']",T25.21
"['Verbrennung', '3.', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.3
"['Verätzung', 'nähern', 'bezeichnen', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.4
"['Verätzung', '1.', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.5
"['Verätzung', '2.', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.6
"['Verätzung', 'Grad', '2', 'a', 'Knöchel', 'Region', 'Fuß']",T25.60
"['Verätzung', 'Grad', '2b', 'Knöchel', 'Region', 'Fuß']",T25.61
"['Verätzung', '3.', 'Grad', 'Knöchel', 'Region', 'Fuß']",T25.7
"['Strep', 'Tokokken', 'Staphylo', 'Kokken', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95
"['Strep', 'Tokokken', 'Gruppe', 'A', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.0
"['Strep', 'Tokokken', 'Gruppe', 'B', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.1
"['Strep', 'Tokokken', 'Gruppe', 'D', 'Entero', 'Kokken', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.2
"['Streptococcus', 'pneumoniae', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.3
"['Sonstige', 'Strep', 'Tokokken', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.4
"['Strep', 'Tokokken', 'Gruppe', 'C', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.41
"['Strep', 'Tokokken', 'Gruppe', 'G', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.42
"['Sonstige', 'nähern', 'bezeichnen', 'Strep', 'Tokokken', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.48
"['Nicht', 'nähern', 'bezeichnen', 'Strep', 'Tokokken', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.5
"['Staphylococcus', 'aureus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.6
"['Sonstige', 'Staphylo', 'Kokken', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.7
"['Nicht', 'nähern', 'bezeichnen', 'Staphylo', 'Kokken', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.8
"['Sonstige', 'nähern', 'bezeichnen', 'gram', 'positiv', 'Erreger', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.9
"['Sonstige', 'nähern', 'bezeichnen', 'gram', 'positiv', 'aerobe', 'Erreger', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.90
"['Sonstige', 'nähern', 'bezeichnen', 'gram', 'positiv', 'anaerobe', 'sporen', 'bildend', 'Erreger', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B95.91
"['Sonstige', 'nähern', 'bezeichnen', 'Bakterie', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96
"['Myko', 'Plasmen', 'Urea', 'Plasmen', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96.0
"['Escherichia', 'coli', '[', 'coli', 'Enter', 'ob', 'Acterales', 'Enterob', 'Obacterales', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96.2
"['Haemophilus', 'Moraxella', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96.3
"['Pseudo', 'Monas', 'Nonfermenter', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96.5
"['Bacteroides', 'fragilis', '[', 'fragilis', 'gram', 'negative', 'Anaer', 'Obier', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96.6
"['Clostridium', 'perfringens', '[', 'perfringens', 'gram', 'positiv', 'sporen', 'bildend', 'Anaer', 'Obier', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96.7
"['Sonstige', 'nähern', 'bezeichnen', 'Bakterie', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B96.8
"['Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97
"['Adeno', 'Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.0
"['Enteroviren', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.1
"['Corona', 'Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.2
"['Retro', 'Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.3
"['Respiratory', '-', '[', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.4
"['Reo', 'Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.5
"['Parvo', 'Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.6
"['Papilloma', 'Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.7
"['Sonstige', 'Virus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B97.8
"['Sonstige', 'nähern', 'bezeichnen', 'infektiöse', 'Erreger', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B98
"['Helicobacter', 'pylori', '[', 'pylori', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B98.0
"['Vibrio', 'vulnificus', 'Ursache', 'Krankheit', 'Kapitel', 'klassifizieren']",B98.1
"['Fieber', 'sonstig', 'unbekannt', 'Ursache']",R50
"['Medikamenten-', 'induziert', 'Fieber', '[', 'fever']",R50.2
"['Sonstiges', 'nähern', 'bezeichnet', 'Fieber']",R50.8
"['Fieber', 'unbekannt', 'Ursache']",R50.80
"['Sonstiges', 'nähern', 'bezeichnet', 'Fieber']",R50.88
"['Fieber', 'nähern', 'bezeichnen']",R50.9
"['Kopf', 'Schmerz']",R51
"['Schmerz', 'ander', 'orts', 'klassifizieren']",R52
"['Akuter', 'Schmerz']",R52.0
"['Chron', 'Ischer', 'unbeeinfluss', 'bar', 'Schmerz']",R52.1
"['Sonstiger', 'chron', 'ischer', 'Schmerz']",R52.2
"['Schmerz', 'nähern', 'bezeichnen']",R52.9
"['Unwohlsein', 'Ermüdung']",R53
['Senilität'],R54
"['Synkope', 'Kollaps']",R55
"['Krampf', 'ander', 'orts', 'klassifizieren']",R56
"['Fieber', 'Krampf']",R56.0
"['Sonstige', 'nähern', 'bezeichnen', 'Krampf']",R56.8
"['Schock', 'ander', 'orts', 'klassifizieren']",R57
"['Kardiogener', 'Schock']",R57.0
"['Hypovolämischer', 'Schock']",R57.1
"['Sept', 'Ischer', 'Schock']",R57.2
"['Sonstige', 'Form', 'Schock']",R57.8
"['Schock', 'nähern', 'bezeichnen']",R57.9
"['Blutung', 'ander', 'orts', 'klassifizieren']",R58
"['Lymph', 'K', 'Note', 'Vergrößerung', 'Lymphk', 'Knoten', 'Notenvergrößerung']",R59
"['Lymph', 'Knoten', 'Vergrößerung', 'Lymphknoten', 'Knotenvergrößerung', 'umschreiben']",R59.0
"['Lymph', 'Knoten', 'Vergrößerung', 'Lymphknoten', 'Knotenvergrößerung', 'general', 'isiert']",R59.1
"['Lymph', 'Knoten', 'Vergrößerung', 'Lymphknoten', 'Knotenvergrößerung', 'nähern', 'bezeichnen']",R59.9
"['Ödem', 'ander', 'orts', 'klassifizieren']",R60
"['Umschriebenes', 'Ödem']",R60.0
"['General', 'Isiertes', 'Ödem']",R60.1
"['Ödem', 'nähern', 'bezeichnen']",R60.9
"['Hyper', 'Hidrose']",R61
"['Hyper', 'Hidrose', 'umschreiben']",R61.0
"['Hyper', 'Hidrose', 'general', 'isiert']",R61.1
"['Hyper', 'Hidrose', 'nähern', 'bezeichnen']",R61.9
"['Ausbleiben', 'erwarten', 'normal', 'physio', 'logisch', 'Entwicklung']",R62
"['Verzögertes', 'Erreichen', 'Entwicklungs', 'Stufe']",R62.0
"['Sonstiges', 'Ausbleiben', 'erwarten', 'physio', 'logisch', 'Entwicklung']",R62.8
"['Ausbleiben', 'erwarten', 'physio', 'logisch', 'Entwicklung', 'nähern', 'bezeichnen']",R62.9
"['Symptom', 'Nahrungs', '-', 'Flüssigkeits', 'Aufnahme', 'betreffen']",R63
['Anorexie'],R63.0
['Polydipsie'],R63.1
['Polyphagie'],R63.2
"['Ernährungs', 'Problem', 'unsach', 'gemäße', 'Ernährung']",R63.3
"['Abnorme', 'Gewicht', 'Abnahme']",R63.4
"['Abnorme', 'Gewicht', 'Zunahme']",R63.5
"['Ungen', 'Ügende', 'Aufnahme', 'Nahrung', 'Flüssigkeit']",R63.6
"['Sonstige', 'Symptom', 'Nahrungs', '-', 'Flüssigkeits', 'Aufnahme', 'betreffen']",R63.8
['Kachexie'],R64
"['Systemisches', 'inflammator', 'isches', 'Response-', 'Syndrom', '[']",R65
"['Systemisches', 'inflammator', 'isches', 'Response-', 'Syndrom', '[', 'infektiös', 'Genese', 'Organ', 'Komplikation']",R65.0
"['Systemisches', 'inflammator', 'isches', 'Response-', 'Syndrom', '[', 'infektiös', 'Genese', 'Organ', 'Komplikation']",R65.1
"['Systemisches', 'inflammator', 'isches', 'Response-', 'Syndrom', '[', 'nicht', 'infektiös', 'Genese', 'Organ', 'Komplikation']",R65.2
