description,code
"Chronische lobuläre Hepatitis, anderenorts nicht klassifiziert",K73.1
"Chronische aktive Hepatitis, anderenorts nicht klassifiziert",K73.2
"Sonstige chronische Hepatitis, anderenorts nicht klassifiziert",K73.8
"Chronische Hepatitis, nicht näher bezeichnet",K73.9
Fibrose und Zirrhose der Leber,K74
Leberfibrose,K74.0
Lebersklerose,K74.1
Leberfibrose mit Lebersklerose,K74.2
Primäre biliäre Cholangitis,K74.3
Sekundäre biliäre Zirrhose,K74.4
"Biliäre Zirrhose, nicht näher bezeichnet",K74.5
Sonstige und nicht näher bezeichnete Zirrhose der Leber,K74.6
Klinische Stadien der Leberzirrhose,K74.7
"Leberzirrhose, Stadium Child-Pugh A",K74.70
"Leberzirrhose, Stadium Child-Pugh B",K74.71
"Leberzirrhose, Stadium Child-Pugh C",K74.72
Sonstige entzündliche Leberkrankheiten,K75
Leberabszess,K75.0
Phlebitis der Pfortader,K75.1
Unspezifische reaktive Hepatitis,K75.2
"Granulomatöse Hepatitis, anderenorts nicht klassifiziert",K75.3
Autoimmune Hepatitis,K75.4
Sonstige näher bezeichnete entzündliche Leberkrankheiten,K75.8
"Entzündliche Leberkrankheit, nicht näher bezeichnet",K75.9
Sonstige Krankheiten der Leber,K76
"Fettleber [fettige Degeneration], anderenorts nicht klassifiziert",K76.0
Chronische Stauungsleber,K76.1
Zentrale hämorrhagische Lebernekrose,K76.2
Leberinfarkt,K76.3
Peliosis hepatis,K76.4
Veno-okklusive Leberkrankheit,K76.5
Portale Hypertonie,K76.6
Hepatorenales Syndrom,K76.7
Sonstige näher bezeichnete Krankheiten der Leber,K76.8
"Leberkrankheit, nicht näher bezeichnet",K76.9
Leberkrankheiten bei anderenorts klassifizierten Krankheiten,K77
Leberkrankheiten bei anderenorts klassifizierten infektiösen und parasitären Krankheiten,K77.0
Beteiligung der Leber bei der akuten Graft-versus-Host-Krankheit,K77.1
Stadium 1 der akuten Leber-Graft-versus-Host-Krankheit (T86.01†),K77.11
Stadium 2 der akuten Leber-Graft-versus-Host-Krankheit (T86.02†),K77.12
Stadium 3 der akuten Leber-Graft-versus-Host-Krankheit (T86.02†),K77.13
Stadium 4 der akuten Leber-Graft-versus-Host-Krankheit (T86.02†),K77.14
Beteiligung der Leber bei der chronischen Graft-versus-Host-Krankheit,K77.2
"Stadium 1 der chronischen Leber-Graft-versus-Host-Krankheit  (T86.05†, T86.06†)",K77.21
Stadium 2 der chronischen Leber-Graft-versus-Host-Krankheit (T86.06†),K77.22
Stadium 3 der chronischen Leber-Graft-versus-Host-Krankheit (T86.07†),K77.23
Leberkrankheiten bei sonstigen anderenorts klassifizierten Krankheiten,K77.8
Sonstige erworbene Deformitäten des Muskel-Skelett-Systems und des Bindegewebes,M95
Erworbene Deformität der Nase,M95.0
Blumenkohlohr,M95.1
Sonstige erworbene Deformität des Kopfes,M95.2
Erworbene Deformität des Halses,M95.3
Erworbene Deformität des Brustkorbes und der Rippen,M95.4
Erworbene Deformität des Beckens,M95.5
Sonstige näher bezeichnete erworbene Deformitäten des Muskel-Skelett-Systems,M95.8
"Erworbene Deformität des Muskel-Skelett-Systems, nicht näher bezeichnet",M95.9
"Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert",M96
Pseudarthrose nach Fusion oder Arthrodese,M96.0
"Postlaminektomie-Syndrom, anderenorts nicht klassifiziert",M96.1
Kyphose nach Bestrahlung,M96.2
Kyphose nach Laminektomie,M96.3
Postoperative Lordose,M96.4
Skoliose nach Bestrahlung,M96.5
"Knochenfraktur nach Einsetzen eines orthopädischen Implantates, einer Gelenkprothese oder einer Knochenplatte",M96.6
Sonstige Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen,M96.8
Elektiv offen belassenes Sternum nach thoraxchirurgischem Eingriff,M96.80
Instabiler Thorax nach thoraxchirurgischem Eingriff,M96.81
Verzögerte Knochenheilung nach Fusion oder Arthrodese,M96.82
Sonstige Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen,M96.88
"Krankheit des Muskel-Skelett-Systems nach medizinischen Maßnahmen, nicht näher bezeichnet",M96.9
"Biomechanische Funktionsstörungen, anderenorts nicht klassifiziert",M99
Segmentale und somatische Funktionsstörungen,M99.0
Subluxation (der Wirbelsäule),M99.1
Subluxationsstenose des Spinalkanals,M99.2
Knöcherne Stenose des Spinalkanals,M99.3
Bindegewebige Stenose des Spinalkanals,M99.4
Stenose des Spinalkanals durch Bandscheiben,M99.5
"Stenose der Foramina intervertebralia, knöchern oder durch Subluxation",M99.6
"Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben",M99.7
Sonstige biomechanische Funktionsstörungen,M99.8
"Biomechanische Funktionsstörung, nicht näher bezeichnet",M99.9
Nicht näher bezeichnete Schäden durch Strahlung,T66
Schäden durch Hitze und Sonnenlicht,T67
Hitzschlag und Sonnenstich,T67.0
Hitzesynkope,T67.1
Hitzekrampf,T67.2
Hitzeerschöpfung durch Wasserverlust,T67.3
Hitzeerschöpfung durch Salzverlust,T67.4
"Hitzeerschöpfung, nicht näher bezeichnet",T67.5
Passagere Hitzeermüdung,T67.6
Hitzeödem,T67.7
Sonstige Schäden durch Hitze und Sonnenlicht,T67.8
"Schaden durch Hitze und Sonnenlicht, nicht näher bezeichnet",T67.9
Hypothermie,T68
Sonstige Schäden durch niedrige Temperatur,T69
Kälte-Nässe-Schaden der Hände oder Füße,T69.0
Frostbeulen,T69.1
Sonstige näher bezeichnete Schäden durch niedrige Temperatur,T69.8
"Schaden durch niedrige Temperatur, nicht näher bezeichnet",T69.9
Schäden durch Luft- und Wasserdruck,T70
Barotrauma des Ohres,T70.0
Barotrauma der Nasennebenhöhlen,T70.1
Sonstige und nicht näher bezeichnete Schäden durch große Höhe,T70.2
Caissonkrankheit [Dekompressionskrankheit],T70.3
Schäden durch Hochdruckflüssigkeiten,T70.4
Sonstige Schäden durch Luft- und Wasserdruck,T70.8
"Schaden durch Luft- und Wasserdruck, nicht näher bezeichnet",T70.9
Erstickung,T71
Schäden durch sonstigen Mangel,T73
Schäden durch Hunger,T73.0
Schäden durch Durst,T73.1
Erschöpfung durch Ausgesetztsein (gegenüber Witterungsunbilden),T73.2
Erschöpfung durch übermäßige Anstrengung,T73.3
Sonstige Schäden durch Mangel,T73.8
"Schaden durch Mangel, nicht näher bezeichnet",T73.9
Missbrauch von Personen,T74
Vernachlässigen oder Imstichlassen,T74.0
Körperlicher Missbrauch,T74.1
Sexueller Missbrauch,T74.2
Psychischer Missbrauch,T74.3
Sonstige Formen des Missbrauchs von Personen,T74.8
"Missbrauch von Personen, nicht näher bezeichnet",T74.9
Schäden durch sonstige äußere Ursachen,T75
Schäden durch Blitzschlag,T75.0
Ertrinken und nichttödliches Untertauchen,T75.1
Schäden durch Vibration,T75.2
Kinetose,T75.3
Schäden durch elektrischen Strom,T75.4
Sonstige näher bezeichnete Schäden durch sonstige äußere Ursachen,T75.8
Nicht näher bezeichnete Schäden durch äußere Ursachen,T76
"Unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert",T78
Anaphylaktischer Schock durch Nahrungsmittelunverträglichkeit,T78.0
"Sonstige Nahrungsmittelunverträglichkeit, anderenorts nicht klassifiziert",T78.1
"Anaphylaktischer Schock, nicht näher bezeichnet",T78.2
Angioneurotisches Ödem,T78.3
"Allergie, nicht näher bezeichnet",T78.4
"Sonstige unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert",T78.8
"Unerwünschte Nebenwirkung, nicht näher bezeichnet",T78.9
Multiple Sklerose [Encephalomyelitis disseminata],G35
Erstmanifestation einer multiplen Sklerose,G35.0
Multiple Sklerose mit vorherrschend schubförmigem Verlauf,G35.1
Multiple Sklerose mit primär-chronischem Verlauf,G35.2
Multiple Sklerose mit sekundär-chronischem Verlauf,G35.3
"Multiple Sklerose, nicht näher bezeichnet",G35.9
Sonstige akute disseminierte Demyelinisation,G36
Neuromyelitis optica [Devic-Krankheit],G36.0
Akute und subakute hämorrhagische Leukoenzephalitis [Hurst],G36.1
Sonstige näher bezeichnete akute disseminierte Demyelinisation,G36.8
"Akute disseminierte Demyelinisation, nicht näher bezeichnet",G36.9
Sonstige demyelinisierende Krankheiten des Zentralnervensystems,G37
Diffuse Hirnsklerose,G37.0
Zentrale Demyelinisation des Corpus callosum,G37.1
Zentrale pontine Myelinolyse,G37.2
Myelitis transversa acuta bei demyelinisierender Krankheit des Zentralnervensystems,G37.3
Subakute nekrotisierende Myelitis [Foix-Alajouanine-Syndrom],G37.4
Konzentrische Sklerose [Baló-Krankheit],G37.5
Sonstige näher bezeichnete demyelinisierende Krankheiten des Zentralnervensystems,G37.8
"Demyelinisierende Krankheit des Zentralnervensystems, nicht näher bezeichnet",G37.9
"Diabetes mellitus, Typ 1",E10
"Diabetes mellitus, Typ 2",E11
Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition],E12
Sonstiger näher bezeichneter Diabetes mellitus,E13
Nicht näher bezeichneter Diabetes mellitus,E14
"Krankheiten der Atemwege nach medizinischen Maßnahmen, anderenorts nicht klassifiziert",J95
Funktionsstörung eines Tracheostomas,J95.0
Akute pulmonale Insuffizienz nach Thoraxoperation,J95.1
Akute pulmonale Insuffizienz nach nicht am Thorax vorgenommener Operation,J95.2
Chronische pulmonale Insuffizienz nach Operation,J95.3
Mendelson-Syndrom,J95.4
Subglottische Stenose nach medizinischen Maßnahmen,J95.5
Sonstige Krankheiten der Atemwege nach medizinischen Maßnahmen,J95.8
Iatrogener Pneumothorax,J95.80
Stenose der Trachea nach medizinischen Maßnahmen,J95.81
"Insuffizienzen von Anastomosen und Nähten nach Operationen an Trachea, Bronchien und Lunge",J95.82
Sonstige Krankheiten der Atemwege nach medizinischen Maßnahmen,J95.88
"Krankheit der Atemwege nach medizinischen Maßnahmen, nicht näher bezeichnet",J95.9
"Respiratorische Insuffizienz, anderenorts nicht klassifiziert",J96
"Akute respiratorische Insuffizienz, anderenorts nicht klassifiziert",J96.0
"Chronische respiratorische Insuffizienz, anderenorts nicht klassifiziert",J96.1
"Respiratorische Insuffizienz, nicht näher bezeichnet",J96.9
Sonstige Krankheiten der Atemwege,J98
"Krankheiten der Bronchien, anderenorts nicht klassifiziert",J98.0
Lungenkollaps,J98.1
Dystelektase,J98.10
Partielle Atelektase,J98.11
Totalatelektase,J98.12
Sonstiger und nicht näher bezeichneter Lungenkollaps,J98.18
Interstitielles Emphysem,J98.2
Kompensatorisches Emphysem,J98.3
Sonstige Veränderungen der Lunge,J98.4
"Krankheiten des Mediastinums, anderenorts nicht klassifiziert",J98.5
Mediastinitis,J98.50
"Sonstige Krankheiten des Mediastinums, anderenorts nicht klassifiziert",J98.58
Krankheiten des Zwerchfells,J98.6
"Infektion der Atemwege, anderenorts nicht klassifiziert",J98.7
Sonstige näher bezeichnete Krankheiten der Atemwege,J98.8
"Atemwegskrankheit, nicht näher bezeichnet",J98.9
Krankheiten der Atemwege bei anderenorts klassifizierten Krankheiten,J99
Lungenkrankheit bei seropositiver chronischer Polyarthritis (M05.1-†),J99.0
Krankheiten der Atemwege bei sonstigen diffusen Bindegewebskrankheiten,J99.1
Beteiligung der Lunge bei der chronischen Graft-versus-Host-Krankheit,J99.2
Stadium 1 der chronischen Lungen-Graft-versus-Host-Krankheit (T86.06†),J99.21
Stadium 2 der chronischen Lungen-Graft-versus-Host-Krankheit (T86.07†),J99.22
Stadium 3 der chronischen Lungen-Graft-versus-Host-Krankheit (T86.07†),J99.23
Krankheiten der Atemwege bei sonstigen anderenorts klassifizierten Krankheiten,J99.8
Prophylaktische Operation,Z40
Prophylaktische Operation wegen Risikofaktoren in Verbindung mit bösartigen Neubildungen,Z40.0
Prophylaktische Operation an der Brustdrüse [Mamma],Z40.00
Prophylaktische Operation am Ovar,Z40.01
Prophylaktische Operation an sonstigen Organen,Z40.08
Sonstige prophylaktische Operation,Z40.8
"Prophylaktische Operation, nicht näher bezeichnet",Z40.9
Maßnahmen aus anderen Gründen als der Wiederherstellung des Gesundheitszustandes,Z41
Plastische Chirurgie aus kosmetischen Gründen,Z41.1
Zirkumzision als Routinemaßnahme oder aus rituellen Gründen,Z41.2
Sonstige Maßnahmen aus anderen Gründen als der Wiederherstellung des Gesundheitszustandes,Z41.8
"Maßnahme aus anderen Gründen als der Wiederherstellung des Gesundheitszustandes, nicht näher bezeichnet",Z41.9
Nachbehandlung unter Anwendung plastischer Chirurgie,Z42
Nachbehandlung unter Anwendung plastischer Chirurgie des Kopfes oder des Halses,Z42.0
Nachbehandlung unter Anwendung plastischer Chirurgie der Mamma [Brustdrüse],Z42.1
Nachbehandlung unter Anwendung plastischer Chirurgie an anderen Teilen des Rumpfes,Z42.2
Nachbehandlung unter Anwendung plastischer Chirurgie der oberen Extremität,Z42.3
Nachbehandlung unter Anwendung plastischer Chirurgie der unteren Extremität,Z42.4
Nachbehandlung unter Anwendung plastischer Chirurgie an sonstigen Körperteilen,Z42.8
"Nachbehandlung unter Anwendung plastischer Chirurgie, nicht näher bezeichnet",Z42.9
Versorgung künstlicher Körperöffnungen,Z43
Versorgung eines Tracheostomas,Z43.0
Versorgung eines Gastrostomas,Z43.1
Versorgung eines Ileostomas,Z43.2
Versorgung eines Kolostomas,Z43.3
Versorgung anderer künstlicher Körperöffnungen des Verdauungstraktes,Z43.4
Versorgung eines Zystostomas,Z43.5
Versorgung sonstiger künstlicher Körperöffnungen des Harntraktes,Z43.6
Versorgung einer künstlichen Vagina,Z43.7
Versorgung sonstiger künstlicher Körperöffnungen,Z43.8
Versorgung eines Thorakostomas,Z43.80
Versorgung sonstiger künstlicher Körperöffnungen,Z43.88
Versorgung einer nicht näher bezeichneten künstlichen Körperöffnung,Z43.9
Versorgen mit und Anpassen einer Ektoprothese,Z44
Versorgen mit und Anpassen eines künstlichen Armes (komplett) (partiell),Z44.0
Versorgen mit und Anpassen eines künstlichen Beines (komplett) (partiell),Z44.1
Versorgen mit und Anpassen einer Augenprothese,Z44.2
Versorgen mit und Anpassen einer extrakorporalen Mammaprothese,Z44.3
Versorgen mit und Anpassen von sonstigen Ektoprothesen,Z44.8
Versorgen mit und Anpassen einer nicht näher bezeichneten Ektoprothese,Z44.9
Anpassung und Handhabung eines implantierten medizinischen Gerätes,Z45
Anpassung und Handhabung eines kardialen (elektronischen) Geräts,Z45.0
Anpassung und Handhabung eines implantierten Herzschrittmachers,Z45.00
Anpassung und Handhabung eines implantierten Kardiodefibrillators,Z45.01
Anpassung und Handhabung eines herzunterstützenden Systems,Z45.02
Anpassung und Handhabung von sonstigen kardialen (elektronischen) Geräten,Z45.08
Anpassung und Handhabung einer Infusionspumpe,Z45.1
Anpassung und Handhabung eines vaskulären Zugangs,Z45.2
Anpassung und Handhabung eines operativ implantierten vaskulären Katheterverweilsystems,Z45.20
Anpassung und Handhabung eines sonstigen und nicht näher bezeichneten vaskulären Zugangs,Z45.29
Anpassung und Handhabung eines implantierten Hörgerätes,Z45.3
Anpassung und Handhabung von sonstigen implantierten medizinischen Geräten,Z45.8
Anpassung und Handhabung eines Neurostimulators,Z45.80
Anpassung und Handhabung eines Zwerchfellschrittmachers,Z45.81
Überprüfung der Funktionsparameter einer Medikamentenpumpe,Z45.82
Anpassung und Handhabung eines Bronchialstents,Z45.84
Anpassung und Handhabung eines Trachealstents,Z45.85
Anpassung und Handhabung von sonstigen implantierten medizinischen Geräten,Z45.88
"Anpassung und Handhabung eines implantierten medizinischen Gerätes, nicht näher bezeichnet",Z45.9
Versorgen mit und Anpassen von anderen medizinischen Geräten oder Hilfsmitteln,Z46
Versorgen mit und Anpassen von Brillen oder Kontaktlinsen,Z46.0
Versorgen mit und Anpassen eines Hörgerätes,Z46.1
Versorgen mit und Anpassen von anderen medizinischen Geräten oder Hilfsmitteln für das Nervensystem oder für spezielle Sinnesorgane,Z46.2
Versorgen mit und Anpassen einer Zahnprothese,Z46.3
Versorgen mit und Anpassen von kieferorthopädischen Geräten,Z46.4
Versorgen mit und Anpassen eines Ileostomas oder von sonstigen Vorrichtungen im Magen-Darm-Trakt,Z46.5
Versorgen mit und Anpassen eines Gerätes im Harntrakt,Z46.6
Versorgen mit und Anpassen eines orthopädischen Hilfsmittels,Z46.7
Versorgen mit und Anpassen von sonstigen näher bezeichneten medizinischen Geräten oder Hilfsmitteln,Z46.8
Versorgen mit und Anpassen eines nicht näher bezeichneten medizinischen Gerätes oder Hilfsmittels,Z46.9
Andere orthopädische Nachbehandlung,Z47
Entfernung einer Metallplatte oder einer anderen inneren Fixationsvorrichtung,Z47.0
Sonstige näher bezeichnete orthopädische Nachbehandlung,Z47.8
"Orthopädische Nachbehandlung, nicht näher bezeichnet",Z47.9
Andere Nachbehandlung nach chirurgischem Eingriff,Z48
Kontrolle von Verbänden und Nähten,Z48.0
Sonstige näher bezeichnete Nachbehandlung nach chirurgischem Eingriff,Z48.8
"Nachbehandlung nach chirurgischem Eingriff, nicht näher bezeichnet",Z48.9
Dialysebehandlung,Z49
Vorbereitung auf die Dialyse,Z49.0
Extrakorporale Dialyse,Z49.1
Sonstige Dialyse,Z49.2
Rehabilitationsmaßnahmen,Z50
Rehabilitationsmaßnahmen bei Herzkrankheit,Z50.0
Sonstige Physiotherapie,Z50.1
Rehabilitationsmaßnahmen bei Alkoholismus,Z50.2
Rehabilitationsmaßnahmen bei Arzneimittel- oder Drogenabhängigkeit,Z50.3
"Psychotherapie, anderenorts nicht klassifiziert",Z50.4
"Logopädische Behandlung [Therapie von Stimm-, Sprech- und Sprachstörungen]",Z50.5
Orthoptische Übungen [Sehschule],Z50.6
"Arbeitstherapie und berufliche Rehabilitationsmaßnahmen, anderenorts nicht klassifiziert",Z50.7
Sonstige Rehabilitationsmaßnahmen,Z50.8
"Rehabilitationsmaßnahme, nicht näher bezeichnet",Z50.9
Sonstige medizinische Behandlung,Z51
Strahlentherapie-Sitzung,Z51.0
Chemotherapie-Sitzung wegen bösartiger Neubildung,Z51.1
Andere Chemotherapie,Z51.2
Bluttransfusion ohne angegebene Diagnose,Z51.3
"Vorbereitung auf eine nachfolgende Behandlung, anderenorts nicht klassifiziert",Z51.4
Palliativbehandlung,Z51.5
Desensibilisierung gegenüber Allergenen,Z51.6
Sonstige näher bezeichnete medizinische Behandlung,Z51.8
Apherese,Z51.81
Kombinierte Strahlen- und Chemotherapiesitzung wegen bösartiger Neubildung,Z51.82
Opiatsubstitution,Z51.83
Sonstige näher bezeichnete medizinische Behandlung,Z51.88
"Medizinische Behandlung, nicht näher bezeichnet",Z51.9
Spender von Organen oder Geweben,Z52
Blutspender,Z52.0
Vollblutspender,Z52.00
Stammzellenspender,Z52.01
Spender sonstiger Blutbestandteile,Z52.08
Hautspender,Z52.1
Knochenspender,Z52.2
Knochenmarkspender,Z52.3
Nierenspender,Z52.4
Korneaspender,Z52.5
Leberspender,Z52.6
Herzspender,Z52.7
Spender sonstiger Organe oder Gewebe,Z52.8
Lungenspender,Z52.80
Spender sonstiger Organe oder Gewebe,Z52.88
Spender eines nicht näher bezeichneten Organs oder Gewebes,Z52.9
"Personen, die Einrichtungen des Gesundheitswesens wegen spezifischer Maßnahmen aufgesucht haben, die aber nicht durchgeführt wurden",Z53
Rekonvaleszenz,Z54
Rekonvaleszenz nach chirurgischem Eingriff,Z54.0
Rekonvaleszenz nach Strahlentherapie,Z54.1
Rekonvaleszenz nach Chemotherapie,Z54.2
Rekonvaleszenz nach Psychotherapie,Z54.3
Rekonvaleszenz nach Frakturbehandlung,Z54.4
Rekonvaleszenz nach kombinierter Behandlung,Z54.7
Rekonvaleszenz nach sonstiger Behandlung,Z54.8
Rekonvaleszenz nach nicht näher bezeichneter Behandlung,Z54.9
"Pleuraerguss, anderenorts nicht klassifiziert",J90
Pleuraerguss bei anderenorts klassifizierten Krankheiten,J91
Pleuraplaques,J92
Pleuraplaques mit Nachweis von Asbest,J92.0
Pleuraplaques ohne Nachweis von Asbest,J92.9
Pneumothorax,J93
Spontaner Spannungspneumothorax,J93.0
Sonstiger Spontanpneumothorax,J93.1
